content,label
"Minta kode efin saja ribetnya minta ampun, mau reset password juga ribet kali..",Negative
"Assalamualaikum... Kalau mau ganti nomor kontak gimana caranya? Soalnya kode verifikasi efin ternyata dikirim ke nomor kontak yang lama, terima kasih.",Neutral
"Validasi otp dari zaman dinasti ming sampai skrng ndk masuk2 ke sms,,gmna mah daftar",Negative
"Aplikasi membingungkan, msih banyak error,",Negative
"Aplikasi buruk warga diminta tertip tapi aplikasi layanan publik seburuk ini, loginnya susah",Negative
Gk ada guna aplikasiny,Negative
Tes dulu akurat apa tidak dan sesuai bisa baca data aslinya apa tidak dan tentunya Resmi .Semiga saja aman dan bisa memudahkan Mayrakatvkecil sperti saya ini.Amin dan slm jaya.,Neutral
kenapa saat memasukkan no nik cuma dibatasi 15 digit? Alhasil tidak bisa login Segera perbaiki,Negative
Sangat membantu 🙏,Positive
Aplikasi nya jelek tidak bisa login ribet ga mudah di akses,Negative
Memudahkan dalam pelaporan SPT tahunan,Negative
"Buat yang kemarin kemarin kecewa sama aplikasi ini, sekarang sudah beda ya, sat set cepat dan mudah sekali dalam penggunaan nya, mantap djp dan tim IT nya",Positive
Sangat membantu sekali,Positive
lupa pasword dan efin gimana ya...,Neutral
Susah kelek aplikasinya,Negative
Gk bisa d gunain,Negative
Aplikasi gak jelasss input NIK kok kuarang 1,Negative
Pantesan gagal terus ternyata emang dari awal udah tidak bersedia untuk melayani,Negative
Bagus,Positive
Noob,Negative
Aplikasi ga jelas. Sekalian orang mau lapor pajak masuk nya susah... Gaguna,Negative
"Aplikasi taiiii,,,brengseekk",Negative
Terima kasih atas aplikasi M-Pajak ini karena sangat membantu dam mempermudah dalam membayar pajak,Positive
"Hapus aja aplikasi ini, buka ngk bisa forceclose terus",Negative
"Gagal mengirim data, padahal data sudah benar, tolong di perbaiki lagi",Negative
Good,Positive
Itu login nya di perbaiki.. Ya tidak bisa masuk wong mau kasih masuk nomer NIK hilang satu angkanya. Mau diketik tambahin angka tidak bisa,Negative
Good,Positive
"Sumpah ini aplikasi pajangan aja , daftarin pakai email tulisannya email sudah terpakai, padahal di check blm terdaftar .coba siapa yg sukses daftar pakai aplikasi ini",Negative
Kenapa login pakai NIK kok tidak bisa/ ketersediaan untuk menulis NIK kurang,Negative
"Di web bisa login di aplikasi tidak bisa,tolong diperbaiki. Padahal sudah saya update",Negative
"Aplikasi tidak bermanfaat, pas mau masukin NO NPWP malah ga cukup",Negative
Ini aplikasinya kenapa? kok tidak bisa buat akun,Negative
Ok,Positive
Aplikasi ga bisa digunakan,Negative
"Aplikasi ga jelas, login aja susah",Negative
Gak jelas aplikasi nya gak bisa di pakai sama sekali,Negative
Gk jelas ruwett awal masuk daftar pilihan gk bisa d buka,Negative
"Fungsinya app ini apa,toh mau upload data pajak juga harus pake versi web",Negative
Tolong perbaiki! TIDAK BISA LOGIN!,Negative
No recommendations,Negative
"Gajelas banget, suruh masukin nomer kk, giliran di masukin slot nomernya kurang 1,,",Negative
Ok,Positive
"Budget anggaran untuk maintenance aplikasinini gede banget tapi aplikasinya tidak berfungsi dengan baik, Kalau belum siap dengan layanan online jangan bikin aplikasi deh, hemat anggaran",Negative
"Error terus, sangat menyusahkan",Negative
Ngurus EFIN masih ERROR. Ini uang pajak bikin aplikasi gini aja cacat. Mau coba ngurus pajak malah begini ribetnya. Tolong pihak playstore hapus aja nih aplikasi.,Negative
Parah Banget Aplikasinya Padahal Punya Pemerintah.Masuk Gagal Terus Padahal Udah Bener Loading Terus Ujung Ujungnya Malah Ke Blokir.Diulangi Sampe 3x dan 33nya Akunnya Ke Blokir.TOLONG DIPERBAIKI !! Baik di Website ataupun Aplikasi Tolong Diperbaiki Percuma Orang Mo Daftar Online Kalo Gak Bisa Di Akses,Negative
"banyak yg harus di perbaiki ,ibarat nilai 0-10 gua kasi 0 BESAR ,LOGIN SAJA TIDA BISA ,bukannya nambah mudah malah RIBET ,tolong di tingkatkan lagi",Negative
Kurang bagus,Negative
"Login GK bisa.. GK di web atau di apk, sama saja..",Negative
baik aplikasi yang mudah di pahami dan membatu untuk menambah wawasan pengetahuan,Positive
"Bodoh, aplikasi rusak, login ga bisa bisa, waktu pengajuan lupa efin data sudah benar malah gagal terus berkali kali, ini gimana ini bukannya mempermudah malah mempersulit, lagian ya.. pemadanan NPWP itu kan program pemerintah pusat harusnya ya anda kalian yang harus sinkronisasi NPWP sama nik nya, kalian digaji negara untuk apa?",Negative
"Dibikin ribet,... Org mau bayar pajak ko dipersulit utk login.... Harusnya cukup masukan no NPWP aja harus langsung auto detect... Org sadar mau bayar pajak susah amat... Ya udalah... UNDELETE sajahhhh.....",Negative
"Kembangin dulu ni system parah, masa provider 3 gak bisa, yakali harus beli kartu baru buat daftar. Mau dapat otp dari mana eyy. Haaa Indonesia ku 🥰 seperti biasa ngurus apa-apa susah institusi web pemerintah",Negative
"Apaan si, nunggu verifikasi SMS seharian juga gada kode masuk, aneh.",Negative
"Ini aplikasi apaan tak jelas, nampak kualitas sdmnya KKN sehingga hasilnya pun jelek mau sampe kapan negara ini maju kalau pemerintah nya pada korup. Dasar payah gak jelas.",Negative
"aplikasi gak jelas, password salah terus, tulisan lupa password sebenernya button apa cuma hiasan kok gak bisa dipencet-_-",Negative
Susah banget mau daftar aja Nomor otp gk dapet2,Negative
Buruk,Negative
masyarakat jangan dibuat terlambat mendaftar ataupun memperbaiki data nya dong min...aplikasinya saja tidak dimantenance dgn bagus karena saat memverifikasi untuk efin lupa nomor HP selalu dianggap gagal oleh apknya... tolong perbaiki bug nya...saat mengisi biodata karena lupa EFIN selalu FC terus...,Negative
ini cara lapor tahunan gimana ya tampilan aplikasi baru kok malah membagongkan,Negative
Aplikasi bodoh,Negative
tidak bisa input npwp,Negative
"Nomor NPWP dan Password sudah sesuai, di web sama aplikasi tidak bisa login, dengan alasan tidak sesuai. Saya ajukan Lupa EFIN tapi sama saja, data ditolak, tidak sesuai. Padahal semua sudah benar dan sesuai. ANEH!",Negative
Gagal verifikasi EFIN terus tanpa dkasih tau sebabnya dimana padahal udh sesuai smua. Payah.!!!!!,Negative
LENAPA GA BISA DI BUKA MENDING HAPUS INI APK GA GUNA,Negative
Gak bisa apa-apa,Negative
Verifikasi data selalu gagal.. Aplikasi gagal..,Negative
"Sudah sulit reg situsnya jelek .....mau daftar di persulit,kalo ada rating nol saya nol dah",Negative
"𝐑𝐢𝐛𝐞𝐭,𝐬𝐮𝐬𝐚𝐡,𝐬𝐮𝐥𝐢𝐭 𝐰𝐞𝐥𝐥𝐥 𝐦𝐞𝐧𝐝𝐢𝐧𝐠 𝐮𝐧𝐢𝐧𝐬𝐭𝐚𝐥 𝐚𝐣𝐚",Negative
Ok,Positive
Aplikasi menyedihkan musingin orang awam,Negative
"Bintang 1 untuk live chat di web dan ribet ,lupa sandi doank di persulit 🖕",Negative
Mau login pakai NIK kok digitnya cuma 15?,Negative
Verifikasi efin gagal terus,Negative
"Aplikasi yang membagongkan.... Kalau belum punya akun ga bisa akses semua menu, giliran mau daftar pengguna baru malah ga bisa. Tombol Daftar disini ga bisa di klik. Trs gimana mau pake aplikasi ini. Dasar....",Negative
"Sudah daftar, gk bisa login, sya daftar gara² creator Udah mintak nik lah kk lah, Huuu entalah malah sudah aku hapus semua nya 🥵",Negative
tolong diupdate jenis setoran pajaknya kode 920 dll msh blm ada🙏🙏,Negative
Semua akan ada pertanggung jawabanya,Neutral
Mohon ditambahkan menu perubahan data jadi memudahkan tanpa perlu datang ke kantor pajak,Negative
Indonesia lagi butuh orang pintar,Negative
Padahal udah k daftar masuk malah error' lewat browser bisa .giliran aplikasi ngg bisa masuk .aplikasi ngga jelas,Negative
Aplikasi terburuk di planet ini,Negative
"aplikasi apa lah ini, bnyk bug nya, buat akun baru ga bisa, kemana devlop nya ini cuy😅",Negative
Lupa efin sudah di isi giliran verifikasi muka app terhenti terus gk efisien kalo memang gk bisa gak usah dikasih menu lupa efin,Negative
"Aplikasi gak jelas. Mau minta permohonan lupa efin tapi verifikasi selalu gagal entah salah dimana. Diulang berkali-kali sama aja. Kalau harus urus ke kantor pajak langsung, ngapain bikin aplikasi sih? Diperbaiki tolong, masa aplikasi pemerintah kayak gini",Negative
"Di web bisa dibuka kok, knp diaplikasinya ada yg salah satunya ngga bener password/npwpnyaa!!!",Negative
"Gimana ini, stlh masukkan NPWP lupa kata sandi, lalu disuruh masukkan EFIN, pdhl EFIN jg lupa. Ketika masuk melalui menu EFIN krn lupa EFIN dan setelah memasukkan data diri sesuai E-KTP malah Verifikasi Gagal, aneh. Ribet banget sihh",Negative
"tidak membantu yang jadi pertanyaan saya buat apa sih ada EFIN segala ? dan ini saya coba untuk ke menu lupa EFIN gak pakai di analisa dulu, langsung gagal padahal tujuan saya download apk ini mau gabungin NPWP dan NIK tapi di persulit, lagian pihak pajak bisa kerja dikit gak sih, kan datanya sudah ada kenapa kita yang harus gabungin gaji tinggi pekerjaan cuman malak",Negative
Gimana mau taat dan patuh. Ini mau daftar susah bener. Klau bukan karena pekerjaan. Saya tidak mau repot-repot seperti ini,Negative
"😅😅 ini suruh masukin nik, sejak kapan nik cuman 15 digit, gimana mau login kalau nik yg bisa di masukan cuman 15",Negative
Mau nya gimana sih? Giliran pajak cepat nagihnya di rakyat. Giliran rakyat pakai aplikasi untuk memudahkan malah di persulit. Verifikasi gagal. Sinyal ok. Data valid. Tapi gagal terus. Giliran duit rakyat cepat di potongnya,Negative
"Gagal verifikasi terus, payah",Negative
Aplikasi gk pernah jelas,Negative
"Anggaran doang digedein, aplikasi sama web sama² butut dan suka eror! 👎🏻 Semoga para koruptor anggaran miskin harta sampe keturunan²nya, dan mati mengenaskan! Aamiin 🤲🏻",Negative
Halo admin. Saya sudah isi form lengkap untuk mendapatkan npwp pribadi namun sampai kini tidak ada kelanjutan. Saya coba login app disuruh nik/npwp. Lalu saya coba isi nik saja. Namun kolom isian Mash kurang lengkap 1 digit. Aneh banget app milik negara kok seperti ini. Erroor atau kurang biaya Tah?,Negative
"Gak jelas, sudah diisi gakbisa pencet apapun",Negative
Biaya untuk sistem nya dikorupsi. Aplikasi babi,Negative
"mungkin tahap uji coba, makanya gagal terus. 🤭",Negative
Knapa salah terus password nya idpadahaldah bner,Negative
Buruk,Negative
"Kalo kata Rocky Gerung, ini aplikasi DUNGU! Tim IT nya suruh pindah posisi aja jadi admin gudang, yg cuma ngedata barang keluar masuk kalo gak becus jadi IT!",Negative
"Sdh dipadankan nik & NPWP, pas m masuk ke aplikasinya koq ngga bisa?? Aplikasi ngga jelas",Negative
"Aplikasi ga ada manfaatnya, buat nulis nik aja kolom ga cukup. Yang bikin bocah magang kali",Negative
Parah banget gak bisa masuk,Negative
"Sulit banget,kalo mau secara online ya jangan dipersulit loginnya.",Negative
Suruh orang bayar pajak tpi apknya lemot udh di coba di hp sama laptop tetep lemot gajelas orang pajak emang,Negative
"Saran aja ini ya, buat aplikasi ga usah muluk muluk. Kalian buat login harus memakai captcha tapi captcha ga keluar. Punya aplikasi itu di urusi Jagan buat asal jadi terus di biarkan",Negative
"Setiap sampai kode verifikasi sms tidak pernah masuk nyoba sampek puluhan kali ,gimana sih ini ? Percuma di update ,mau taat pajak saja susah nya minta ampun🤦",Negative
"Ribet jga yaa, pdhal mau laporan pajak",Negative
Aplikasi buat habisin anggaran..bobrok..sebobrok moral pejabat konoha..yg penting..cuan..cuan..cuan..,Negative
Aku daftar NPWP pribadi buat kerja kok susah ya? Sebentar kantor offline yg menangani masalah ini dimana sih?,Negative
JOKOWI SDH KELAMAAN MENJABAT HARUS DIGANTI PARTAI LAIN.SISTEM BOBROK.MAU MINTA EFIN AJA DIPERSULIT.NEGARA ANJIHINGGGG,Negative
Gimana mau ambil foto kalau keluar sendiri,Negative
Loe olang memang PANTAS.. Memang pantas untuk OE HANTAM 👩‍🦲👊👊👊 baru bikin akun sudah keblokir... phei phei phei,Negative
"Aplikasi gak jelas, mau login gak bisa, karakter limit utk NPWP/NIK. Selalu gagal login karena NPWP/NIK tidak bisa ditulis dengan lengkap,, wkwkwk anehh anehh",Negative
"Kns veripikasi nyari no efin gagal terus sih ,jelek banget aplikasinya",Negative
"Kecewa berat susah buat daftar online, bufering ujung ujung nya link nya ilang gak terjangkau lagi, 2 x coba masih sama,",Negative
"Apk/webnya gak jelas mau daftar bikin npwp kga bisa bisa ribet pula, fungsinya serba online itu mempermudah bukan mempersulit, developernya ngambil dari mana kali sekelas bumn loh ini!",Negative
"Jelek x pecat aja yang buat. Ganti aja slogannya . ""Pajak kita untuk kami""",Negative
Aplikasi bosok jlek gak guna mau masuk salah pasword & salh NPWP bodoh bngt yg bikin ini web hrus di abtude yg lbh bgus,Negative
Jelek,Negative
Bagus,Positive
"Aplikasi pajangan doang fitur nggak bisa apa2, kata mau era digital pemerintah buat aplikasi begitu aja ribet",Negative
"Untuk saat ini belum bisa dikatakan bermanfaat. Login pake NIK, kotak ga cukup, kurang 1 angka. Pake NPWP, password salah terus. Klik lupa password, apk cuma diam ga respon apa2. Trus ni apk buat apa? Belum siap kenapa dilaunching, servernya aman ga nih? Kenapa lagi2 aplikasi punya pemerintah selalu bermasalah? Kalah dgn aplikasi swasta. IT-nya gimana nih?",Negative
"Apps tidak guna,lupa efin verifikasi gagal terus.lol",Negative
"untuk masuk akun pakai NIK masih blm bisa, 1 digit terakhir nik tidak bisa masuk. Mohon segera perbaikannya, demi kenyamanan bersama. terimakasih",Negative
Sebenarnya pengen menghina habis-habisan untuk app ini...,Negative
"gagak jelas,minta lupa EFIN melalui M-PAJAK VERIFIKASI GAGAL TERUS,PAYAH",Negative
"Ini apa apaan sih, tolonglah yang jelas kalo bikin apk. Yakali gabisa buat sign in ?",Negative
"Apa gunannya pemerintah bikin aplikasi online, kalo mau ngurus efin keterangan di web di arahkan di aplikasi, di aplikasi gagal terus, lewat telpon 1500200, malah di arahkan ke KPP langsung,",Negative
Lewat website bisa login tapi kenapa lewat aplikasi malah ga bisa hmm,Negative
"Tujuan nginstal buat lupa efin, giluran mw request lupa efin malah error melulu",Negative
"Payah mau minta EFIN. Udah pengajuan detil pengisiannya dicoba berulangkali tetap aja Gagal ferifikasi ..Aneh! Ini system pemerintah tapi aplikasinya payah bgt, lalu kerja kalian apa? Kukira dipermudah ternyata diPERSULIT!",Negative
Bagus,Positive
Login pake nik tapi angkanya ga cukup..,Negative
Banyak yang ngeluh tapi dari pihak app nggak ada yang ngerespon 🙆🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,Negative
Emang ada aplikasi atau Web pemerintah yg lancar.???,Negative
email aktivasi gak pernah dikirim,Negative
Cacat,Negative
Aplikasi edan. Makan uang rakyat tapi bikin aplikasi nya ga becus,Negative
Baru buka udah eror,Negative
Sangat membantu bikin darah tinggi dan emosi. Masyarakat di suruh digitalisasi sistem tapi pelaksanaan pelayanan untuk masyarakat sangat mengecewakan sangat buruk di berbagai bidang termasuk ini wajib pajak wajib pajak tapi menyulitkan ribet,Negative
"Aplikasi karya anak bangsa, server kentang proyék selangit🤣",Negative
"Tolong lah buat pemerintah aturan dan layanan di sesuaikan jangan hanya aturan saja yg di tingkatkan tapi pelayanan buruk , aplikasi pajak kok seperti aplikasi sampah di buka selalu Erorr 👎",Negative
Error mulu,Negative
"Parah banget, ngga bisa di buka aplikasinya. Mau regis lewat web juga ngga masuk otp ke nomor saya.",Negative
Pemerintah ini gmna ya. Padahal kan jg uang pajak banyak. Masak aplikasi Website nya g jelas gini. Kan harusnya pelayan di bagusin ya. Berapa sih buat Website dan aplikasi yg bagus. Bukan korupsi nya d gedein.,Negative
"Aplikasi pemerintah yang sangat jelek, tidak bisa memasukan NIK 16 angka, pemerintah bodoh",Negative
Pake developer mana nih... Luar biasa,Negative
Mantap,Positive
Tidak perlu,Negative
aplikasi masih cacad udah di release. 🥲,Negative
Di download mening lama bgt geraknya padahal sinyal bagus....bikin peraturan buat umum tp pas mau perbaikan via online malah susah..,Negative
Ini mau daftar baru kenapa baru mau isi email yg aktif kolomnya harus huruf kapital semua anjir,Negative
Ribet.,Negative
APK gagal untuk Submit NIK tidak bisa. Dikarenakan Submit di batasi,Negative
"Aplikasi pemerintah emang selalu gagal😓 Udah lebih dari 5 kali ngirim OTP, udah ditunggu lama tapi gak masuk masuk. Percuma ada aplikasi kalo emang masih bikin ribet.",Negative
"Lupa efin, isi data selalu gagal, solusinya di suruh ke kantor. Guna aplikasi ini untuk apa?",Negative
"Mau login padahal udah bener akun sama password, nulis kode keamanan juga bener masih aja di bilang salah kode. Mau login doank di persulit. Benerin itu website nya!",Negative
"aplikasi gak guna, aplikasi pemerintah kagak ada yg bener, input nik max cuman bsa 15 digit, ya jelas gak bsa login, error trs..ngaco emng",Negative
"Mau Daftar ribet banget, ngabisin pulsa doang berkali2, masa iya rapcha udh di ketik bener masih salah trus.",Negative
"aplikasi ngaco, mohon diperbaiki jangan hanya minta uangnya saja",Negative
Ribet bikin bingung,Negative
ini saya buat efin tapi kok sampe sekarang belum di kirim ya email nya,Negative
Ga jelas. Susah d klik aneh,Negative
"Login pakai NIK KTP tapi yg bisa di ketik cuma 15 angka, 😆 gk bisa dipake app nya",Negative
"Kok mau lapor dan bayar pajak malah di persulit dgn aplikasi yg tdk berfungsi, beberapa bulan ini selalu bermasalah",Negative
Kerenn,Positive
"Ini tempat pelaporanya gak ada yang jelas.kita punya pertanyaan gak ada tempat buat pengaduannya,..aplikasi online tapi kaya offline",Negative
Data dah bener semua masa salah 🤦,Negative
